workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,meaning_type,form_type,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
141,condition1,10.206,,3,head_dir,2.697,,,,1,The citizens voted on a new bill.,A,Aa,8.026,0.65,,head5,768.767,The citizens the new bill voted on.,24,,
141,condition1,10.099,,3,adj_island,5.278,,,,0.9,What did the fugitives accomplice see that made her run away?,A,Aa,15.525,0.37,,adj4,789.702,What did the fugitive run away because her accomplice recognized?,25,,
141,condition1,5.252,,3,LBC,2.476,,,,1,How many books do you read in a year?,A,Aa,12.461,0.33,,LBC3,820.608,How many do you read books in a year?,26,,
141,condition1,8.447,,3,subcat,2.178,,,,1,The cop relied on his instincts to catch the criminal.,A,Aa,20.026,0.85,,sub1,840.802,The policeman relied for his instincts to catch the thief.,27,,
141,condition1,12.711,,3,NPI,1.84,,,,1,The detective accused someone during the interrogation.,B,Ba,19.448,0.6,,NPI4,871.459,The detective accused anyone during his investigation.,28,,
141,condition1,7.66,,3,CSC,5.864,,,,0.98,What else did the farmer harvest besides corn?,A,Ae,12.205,0.32,,CSC1,905.464,What did the farmer harvest corn and?,29,,
141,condition1,6.645,,3,agreement,3.498,,,,1,The crowd chased the performer off the stage.,B,Bd,10.303,0.55,,agr5,931.203,The performer were chased off stage by the public.,30,,
141,condition1,10.063,,3,subj_island,1.807,,,,0.85,What gift did the recipient get that they liked?,B,Bc,14.104,0.4,,subj3,951.655,What did a gift of please the recipient?,31,,
141,condition1,3.757,,3,gram,2.596,,,,1,The cashier did not see anyone in the store?,,,10.381,1,,gram4,977.633,The cashier didn't see anyone at the store.,32,,
141,condition1,5.742,,3,binding,3.035,,,,1,The bride thinks the groom saw her.,A,Aa,7.465,0.27,,bind1,994.371,The bride thinks that the groom saw herself.,33,,
141,condition1,18.458,,4,subcat,1.882,,,,1,The bride insisted on having her wedding at this venue.,A,Aa,15.189,0.66,,sub4,1010.617,The bride insisted for this venue for her wedding.,34,,
141,condition1,5.85,,4,binding,4.453,,,,0.77,The mailman saw that the actress greeted him.,A,Aa,14.379,0.28,,bind5,1046.152,The mailman saw that the actress greeted himself.,35,,
141,condition1,7.438,,4,gram,3.456,,,,0.98,"Everyday at work, the artist listens to music.",,,14.617,1,,gram5,1070.841,The artist listens to music at work every day.,36,,
141,condition1,12.216,,4,ungram,3.731,,,,0.09,What does the special commander believe about the spy?,,,14.319,0,,ungram3,1096.359,Special commander does spy the initiated the what believe that ?,37,,
141,condition1,5.258,,4,adj_island,11.238,,,,0.88,The maid was injured so the chef helped do house work. What did he do?,K,Ka,17.947,0.23,,adj3,1126.633,What did the chef do housework because the maid injured?,38,,
141,condition1,4.576,,4,NPI,2.565,,,,1,The spy saw something yesterday.,B,Ba,8.42,0.74,,NPI1,1161.081,The spy saw anything yesterday.,39,,
141,condition1,6.724,,4,head_dir,1.483,,,,1,The kitten drank all of the milk.,A,Aa,7.921,0.45,,head2,1176.646,The kitten all of the milk drank.,40,,
141,condition1,4.985,,4,LBC,1.483,,,,1,How many books can fit in your locker?,A,Aa,10.681,0.33,,LBC5,1192.78,How many did you fit in your locker books?,41,,
141,condition1,5.549,,4,CSC,2.517,,,,1,What other groups besides the Beatles does the woman listen to?,A,Ad,18.788,0.47,,CSC5,1209.933,Who does the woman listen to the Beatles and?,42,,
141,condition1,11.721,,4,subj_island,1.694,,,,0.78,What collection impressed the critics?,B,Bc,10.737,0.31,,subj1,1236.792,What did a collection of impress the curators?,43,,
141,condition1,5.277,,4,agreement,1.873,,,,1,The clown was invited to the party by the host.,B,Bb,11.043,0.74,,agr1,1260.954,The clown were invited to the party by the host.,44,,
141,condition1,4.229,,5,LBC,1.525,,,,1,How many cookies did you see in the jar?,A,Aa,10.692,0.34,,LBC1,1279.152,How many did you see cookies in the jar?,45,,
141,condition1,10.116,,5,adj_island,2.711,,,,0.63,What lecture did the lecturer suggest the student attend?,I,Ic,12.474,0.17,,adj1,1295.602,What did the student attend lecture because a professor recommended?,46,,
141,condition1,5.742,,5,NPI,2.238,,,,0.62,The patient did something in the hospital bed.,B,Ba,9.945,0.58,,NPI5,1320.91,The patient did anything on the hospital bed.,47,,
141,condition1,4.232,,5,head_dir,2.487,,,,1,The tourist visited her favorite restaurant.,A,Aa,13.938,0.56,,head4,1338.839,The tourist her favorite restaurant visited.,48,,
141,condition1,7.677,,5,agreement,1.936,,,,1,The people in the diner devoured the burgers.,A,Ab,11.537,0.41,,agr3,1359.502,The burger were devoured quickly by the diner.,49,,
141,condition1,5.295,,5,subcat,2.243,,,,1,"When deciding where to go for vacation, the family compromised.",A,Ah,13.254,0.79,,sub5,1380.656,The family compromised for where to go for vacation.,50,,
141,condition1,7.927,,5,subj_island,2.019,,,,1,A painting was stolen. What was it a painting of?,A,Ai,21.173,0.6,,subj2,1401.455,What did a painting of get stolen?,51,,
141,condition1,8.353,,5,CSC,2.118,,,,1,The critic dislikes the actor and who else?,A,Aa,9.789,0.38,,CSC2,1432.579,Who does the critic dislike the actor and?,52,,
141,condition1,10.164,,5,ungram,2.392,,,,0.88,Who do the activists claim bribed officials?,,,15.24,0.3,,ungram2,1452.846,Do activists bribed claim officials the that the who ?,53,,
141,condition1,6.26,,5,gram,2.443,,,,1,There is an actor that the brother likes but his sister hates. Who is it?,,,17.452,0.88,,gram3,1480.648,Which actor does the brother like and the sister hate?,54,,
141,condition1,4.573,,5,binding,2.044,,,,1,The duchess heard the king likes her.,A,Aa,8.237,0.43,,bind2,1506.807,The duchess heard that the king liked herself.,55,,
46,condition1,9.667,0.8,practice,practice_good,16.767,,practice_good,,0.91,,,,30.458,,,,84.33,,0,0,
46,condition1,8.217,,practice,,37.015,,practice_mid,practice_mid,0.65,,,,28.717,,0.2,,141.228,,0,0,
46,condition1,121.606,,practice,,5.973,,practice_bad,practice_bad,0.16,,,,24.233,,0.22,,215.183,,0,0,
46,condition1,9.754,,1,head_dir,5.205,,,,0.77,The citizens voted on a new bill,A,Aa,19.7,0.39,,head5,613.035,The citizens the new bill voted on.,1,,
46,condition1,9.173,,1,LBC,2.675,,,,0.87,How many books do you read in a year?,A,Aa,11.775,0.32,,LBC3,647.697,How many do you read books in a year?,2,,
46,condition1,70.968,,1,subj_island,18.49,,,,0.23,What is a meal that is disgusting in the diner?,B,Bd,27.001,0.13,,subj4,671.325,What did a meal of disgust the diner?,3,,
46,condition1,9.742,,1,agreement,3.225,,,,0.61,The burgers were devoured quickly at the diner,A,Ag,16.755,0.2,,agr3,787.789,The burger were devoured quickly by the diner.,4,,
46,condition1,9.931,,1,binding,2.586,,,,0.64,The gentlemen came to the realization that the waitress disliked them,I,Ia,26.613,0.26,,bind4,817.516,The gentleman accepted that the waitress disliked himself.,5,,
46,condition1,62.438,,1,CSC,25.842,,,,0.61,"Who does the critic dislike? The actor, and?",A,Al,16.074,0.62,,CSC2,856.652,Who does the critic dislike the actor and?,6,,
46,condition1,5.514,,1,NPI,4.527,,,,0.66,The spy saw everything yesterday,A,Aa,12.953,0.3,,NPI1,961.009,The spy saw anything yesterday.,7,,
46,condition1,13.272,,1,ungram,30.553,,,,0.63,To what claim does the lead pianist believe that they can practice?,,,19.208,0.22,,ungram5,984.006,Lead pianist to what claim the does believe that can practice ?,8,,
46,condition1,1004.703,,1,subcat,1.891,,,,0.99,the family agreed where to go for vacation,A,Aj,11.133,0.81,,sub5,1047.044,The family compromised for where to go for vacation.,9,,
46,condition1,442.957,,1,adj_island,1.055,,,,0.81,When did the student attend lecture because a professor recommended it?,N,,18.323,0.73,,adj1,2064.777,What did the student attend lecture because a professor recommended?,10,,
46,condition1,5.178,,1,gram,2.754,,,,0.93,The artist listens to music while working every day,,,11.365,0.98,,gram5,2527.117,The artist listens to music at work every day.,11,,
46,condition1,78.336,,2,CSC,1.638,,,,0.81,Did the farmer harvest corn and something else? And what was that something else?,A,Am,24.741,0.71,,CSC1,2546.419,What did the farmer harvest corn and?,12,,
46,condition1,1142.603,,2,agreement,2.946,,,,0.97,The performer was chased by the public (attendees) off the stage because they did not want him performing.,B,Ba,47.28,0.91,,agr5,2651.139,The performer were chased off stage by the public.,13,,
46,condition1,6762.501,,2,gram,3.54,,,,1,The cashier looked inside the store and saw no one,,,29.113,1,,gram4,3843.973,The cashier didn't see anyone at the store.,14,,
46,condition1,385.802,,2,ungram,75.42,,,,0.07,does the special commander spy what it initiated?,,,12.435,0.09,,ungram3,10639.13,Special commander does spy the initiated the what believe that ?,15,,
46,condition1,6851.188,,2,subcat,1.535,,,,0.92,the bride wants this venue for the wedding,F,Fa,8.801,0.96,,sub4,11112.792,The bride insisted for this venue for her wedding.,16,,
46,condition1,11.76,,2,adj_island,4.775,,,,0.72,Why did the fugitive run away? Was it because her accomplice recognized?,M,Ma,9.389,0.27,,adj4,17974.321,What did the fugitive run away because her accomplice recognized?,17,,
46,condition1,5.756,,2,binding,3.515,,,,0.83,The duchess heard that the king liked her.,A,Aa,4.409,0.85,,bind2,18000.248,The duchess heard that the king liked herself.,18,,
46,condition1,6.959,,2,NPI,3.913,,,,0.37,The student likes anyone in the class,G,Ga,10.117,0.86,,NPI2,18013.932,The student liked anyone in her class.,19,,
46,condition1,481.059,,2,subj_island,2.888,,,,0.34,What exhibit angered the citizens?,B,Bc,11.007,0.91,,subj5,18034.926,What did an exhibit of anger the citizens?,20,,
46,condition1,84.363,,2,head_dir,2.665,,,,0.31,the child surely ate the chocolate cake,A,Aa,9.592,0.23,,head1,18529.884,The child surely the chocolate cake ate.,21,,
46,condition1,12.257,,2,LBC,4.351,,,,0.32,how many dogs did they see at the park?,A,Aa,10.092,0.55,,LBC4,18626.508,How many did they see dogs at the park?,22,,
46,condition1,45.011,,3,subj_island,2.459,,,,0.18,what gift please the recipient?,B,Bc,11.087,0.22,,subj3,18653.212,What did a gift of please the recipient?,23,,
46,condition1,5.158,,3,ungram,10.576,,,,0.13,"the detective believes the claim the of ""who killed the person"" to be poison?",,,27.342,0.12,,ungram4,18711.774,Believe the does killed claim that who detective the poison ?,24,,
46,condition1,12.845,,3,adj_island,3.351,,,,0.49,"What, did the chef do housework because the maid is injured?",E,Ea,9.641,0.63,,adj3,18754.853,What did the chef do housework because the maid injured?,25,,
46,condition1,4.958,,3,head_dir,2.512,,,,0.9,The kitten drank all of the milk.,A,Aa,8.923,0.14,,head2,18780.695,The kitten all of the milk drank.,26,,
46,condition1,20.202,,3,binding,3.161,,,,0.74,The bride thinks that the groom saw her.,A,Aa,5.939,0.7,,bind1,18797.094,The bride thinks that the groom saw herself.,27,,
46,condition1,5.893,,3,gram,6.265,,,,0.85,Which actor does the brother like? Which actor does the sister hate?,,,13.712,0.96,,gram3,18826.401,Which actor does the brother like and the sister hate?,28,,
46,condition1,10.894,,3,CSC,1.694,,,,0.8,Who does the woman listen to: the Beatles and?,A,Al,7.211,0.29,,CSC5,18852.277,Who does the woman listen to the Beatles and?,29,,
46,condition1,42922.685,,3,agreement,30.543,,,,0.68,the clowns were invited to the party by the host,A,Aa,12.413,0.65,,agr1,18872.082,The clown were invited to the party by the host.,30,,
46,condition1,8.288,,3,subcat,1.957,,,,0.83,The policemen relied for his instincts to catch the thief.,Z2,Z2,3.152,0.45,,sub1,61837.727,The policeman relied for his instincts to catch the thief.,31,,
46,condition1,5.9,,3,NPI,2.137,,,,0.81,The patient did whatever he could on the hospital bed.,A,Ac,14.449,0.67,,NPI5,61851.129,The patient did anything on the hospital bed.,32,,
46,condition1,90.172,,3,LBC,2.689,,,,0.79,How many cookies did you see in the jar?,A,Aa,8.394,0.35,,LBC1,61873.621,How many did you see cookies in the jar?,33,,
46,condition1,82.9,,4,head_dir,4.536,,,,0.69,The boy plays video games every day.,A,Aa,13.261,0.19,,head3,61974.88,The boy video games plays every day.,34,,
46,condition1,6.163,,4,gram,1.3,,,,0.86,The report mentioned the defendant's name on the case file.,,,26.186,0.84,,gram2,62075.582,The report on the court case mentioned the defendant's name.,35,,
46,condition1,9.21,,4,LBC,1.613,,,,0.79,How many pills do you take in day?,A,Aa,10.265,0.54,,LBC2,62109.235,How many do you take pills in a day?,36,,
46,condition1,4.945,,4,NPI,1.091,,,,0.86,The teacher wrote all of the material on the board.,A,Ad,19.256,0.82,,NPI3,62130.327,The teacher wrote anything on the whiteboard.,37,,
46,condition1,5.509,,4,CSC,2.364,,,,0.69,Did the boy purchase milk and what else?,A,An,14.521,0.37,,CSC4,62155.624,What did the boy purchase milk and?,38,,
46,condition1,7869.871,,4,binding,1.157,,,,0.71,The mailman saw that the actress greeted him.,A,Aa,11.378,0.33,,bind5,62178.023,The mailman saw that the actress greeted himself.,39,,
46,condition1,7.889,,4,subj_island,1.03,,,,0.74,What painting got stolen?,B,Bc,8.688,0.34,,subj2,70060.434,What did a painting of get stolen?,40,,
46,condition1,391.693,,4,ungram,3.281,,,,0.2,Do activists bribed what officials?,,,19.25,0.19,,ungram2,70078.046,Do activists bribed claim officials the that the who ?,41,,
46,condition1,2.581,,4,agreement,1.524,,,,0.83,The students were reprimanded by their parents.,A,Aa,13.766,0.86,,agr2,70492.276,The student were reprimanded by the parents.,42,,
46,condition1,2.766,,4,subcat,1.197,,,,0.88,The group decided which restaurant they wanted to go for dinner.,A,Ai,20.294,0.77,,sub2,70510.152,The group decided for a restaurant for dinner.,43,,
46,condition1,5.498,,4,adj_island,5.212,,,,0.23,Did the waiter set the table because the housewife praised him?,B,Ba,25.973,0.23,,adj5,70534.414,What did the waiter set the table because the housewife praised?,44,,
46,condition1,5.976,,5,subj_island,1.956,,,,0.32,Did the collection impress the curators?,C,Ca,8.461,0.38,,subj1,70571.1,What did a collection of impress the curators?,45,,
46,condition1,3.149,,5,agreement,3.512,,,,0.73,The children were scared by the movie.,A,Aa,10.885,0.68,,agr4,70587.497,The child were scared by the movie.,46,,
46,condition1,11.323,,5,subcat,0.935,,,,0.7,The committee agreed on a budget for the park.,A,Aa,12.044,0.63,,sub3,70605.048,The committee agreed for the budget for the park.,47,,
46,condition1,2.804,,5,adj_island,1.533,,,,0.34,What? Did the sculptor leave the apartment because he was insulted?,E,Ec,22.743,0.31,,adj2,70629.355,What did the sculptor leave the room because the assistant insulted?,48,,
46,condition1,122.246,,5,gram,1.518,,,,0.84,The patient knew the receptionist disliked him.,,,21.895,0.8,,gram1,70656.438,The patient knew that the receptionist disliked him.,49,,
46,condition1,12.293,,5,binding,2.019,,,,0.76,The butler claimed the widow reprimanded him.,A,Aa,11.505,0.74,,bind3,70802.102,The butler claimed that the widow reprimanded himself.,50,,
46,condition1,5.24,,5,LBC,1.332,,,,0.78,How many books did you fit in your locker?,A,Aa,11.63,0.28,,LBC5,70827.925,How many did you fit in your locker books?,51,,
46,condition1,674.977,,5,head_dir,2.196,,,,0.68,The tourist visited her favorite resturant.,A,Aa,43.109,0.27,,head4,70846.132,The tourist her favorite restaurant visited.,52,,
46,condition1,16.114,,5,NPI,1.413,,,,0.77,The detective accused everyone during his investigation.,A,Aa,13.733,0.87,,NPI4,71566.417,The detective accused anyone during his investigation.,53,,
46,condition1,5.284,,5,CSC,1.406,,,,0.71,What did the captain bring? A map and what else?,A,Ao,11.808,0.31,,CSC3,71597.682,What did the captain bring a map and?,54,,
46,condition1,311.103,,5,ungram,1.653,,,,0.8,The mechanic that can power biofuel does what?,,,12.782,0.38,,ungram1,71616.182,Mechanic the that can power biofuel the does believe what ?,55,,
127,condition1,3.64,0.98,practice,practice_good,2.921,,practice_good,,0.99,,,,16.99,,,,5.599,,0,0,
127,condition1,7.423,,practice,,8.251,,practice_mid,practice_mid,0.98,,,,20.341,,0.48,,29.152,,0,0,
127,condition1,14.882,,practice,,10.805,,practice_bad,practice_bad,0.5,,,,19.992,,0,,65.169,,0,0,
127,condition1,6.84,,1,NPI,5.766,,,,0.69,The detective accused everyone during the investigation.,A,Aa,8.79,0.67,,NPI4,114.129,The detective accused anyone during his investigation.,1,,
127,condition1,6.537,,1,LBC,2.87,,,,0.92,How many books do you read in a year?,A,Aa,8.273,0.14,,LBC3,135.528,How many do you read books in a year?,2,,
127,condition1,7.824,,1,agreement,5.073,,,,0.91,The performer was chased off stage by the public.,B,Bb,7.893,0.3,,agr5,153.21,The performer were chased off stage by the public.,3,,
127,condition1,5.864,,1,gram,6.459,,,,0.99,"At the store, the cashier didn't see anyone.",,,7.998,1,,gram4,174.003,The cashier didn't see anyone at the store.,4,,
127,condition1,6.2,,1,subcat,4.199,,,,0.96,The group decided on a restaurant for dinner?,A,Aa,11.625,0.61,,sub2,194.326,The group decided for a restaurant for dinner.,5,,
127,condition1,11.488,,1,adj_island,15.958,,,,0.12,What did the waiter set on the table that the housewife praised?,J,Jc,12.043,0.05,,adj5,216.352,What did the waiter set the table because the housewife praised?,6,,
127,condition1,9.747,,1,CSC,5.402,,,,1,What else did the captain bring besides a map?,A,Ae,13.325,0.14,,CSC3,255.842,What did the captain bring a map and?,7,,
127,condition1,18.505,,1,ungram,18.098,,,,0,What claim led the pianist to believe in practice?,,,27.286,0,,ungram5,284.318,Lead pianist to what claim the does believe that can practice ?,8,,
127,condition1,4.938,,1,subj_island,2.835,,,,0.66,What painting got stolen?,B,Bc,8.515,0.14,,subj2,348.209,What did a painting of get stolen?,9,,
127,condition1,11.009,,1,binding,13.433,,,,0.49,The butler claimed that the widow reprimanded him.,A,Aa,15.142,0.71,,bind3,364.498,The butler claimed that the widow reprimanded himself.,10,,
127,condition1,9.388,,1,head_dir,3.684,,,,0.98,The tourist visited her favorite restaurant.,A,Aa,10.906,0.19,,head4,404.085,The tourist her favorite restaurant visited.,11,,
127,condition1,3.809,,2,NPI,3.699,,,,0.86,The spy saw everything yesterday.,A,Aa,9.994,0.81,,NPI1,428.064,The spy saw anything yesterday.,12,,
127,condition1,10.391,,2,subcat,3.25,,,,1,The family compromised on where to go for vacation.,A,Aa,8.308,0.75,,sub5,445.568,The family compromised for where to go for vacation.,13,,
127,condition1,11.554,,2,subj_island,1.734,,,,1,What collection impressed the curators?,B,Bc,8.097,0.57,,subj1,467.52,What did a collection of impress the curators?,14,,
127,condition1,10.292,,2,head_dir,3.601,,,,0.86,The kitten drank all of the milk.,A,Aa,6.998,0.3,,head2,488.907,The kitten all of the milk drank.,15,,
127,condition1,10.308,,2,CSC,3.124,,,,0.87,Who aside from the actor does the critic dislike?,A,Ap,10.546,0.27,,CSC2,509.801,Who does the critic dislike the actor and?,16,,
127,condition1,6.484,,2,LBC,3.097,,,,0.91,How many cookies did you see in the jar?,A,Aa,9.685,0.48,,LBC1,533.781,How many did you see cookies in the jar?,17,,
127,condition1,5.865,,2,gram,8.169,,,,1,The defendant's name was mentioned in the reports of the court case.,,,14.2,1,,gram2,553.049,The report on the court case mentioned the defendant's name.,18,,
127,condition1,9.919,,2,binding,3.602,,,,0.94,The duchess heard that the king liked her.,A,Aa,8.448,0.55,,bind2,581.285,The duchess heard that the king liked herself.,19,,
127,condition1,4.15,,2,agreement,4.367,,,,0.76,The child was scared by the movie.,B,Bb,7.665,0.71,,agr4,603.256,The child were scared by the movie.,20,,
127,condition1,10.376,,2,adj_island,7.507,,,,0.69,What did the assistant insult that caused the sculptor to leave the room?,A,Ae,12.883,0.34,,adj2,619.441,What did the sculptor leave the room because the assistant insulted?,21,,
127,condition1,58.999,,2,ungram,7.679,,,,0.13,Who does the detective believe and claim killed with the poison?,,,15.603,0,,ungram4,650.211,Believe the does killed claim that who detective the poison ?,22,,
127,condition1,8.774,,3,NPI,2.953,,,,0.91,The student liked everyone in her class.,A,Aa,13.674,0.87,,NPI2,732.496,The student liked anyone in her class.,23,,
127,condition1,8.272,,3,agreement,6.156,,,,0.8,The clown was invited to the party by the host.,B,Bb,7.528,0.82,,agr1,757.899,The clown were invited to the party by the host.,24,,
127,condition1,6.504,,3,gram,5.228,,,,1,"The receptionist disliked the patient, and he knew.",,,8.532,1,,gram1,779.858,The patient knew that the receptionist disliked him.,25,,
127,condition1,6.198,,3,LBC,2.999,,,,0.92,How many pills do you take in a day?,A,Aa,6.266,0.74,,LBC2,800.125,How many do you take pills in a day?,26,,
127,condition1,23.755,,3,subj_island,2.608,,,,0.61,What meal of the diner was disgusting?,B,Be,14.81,0.37,,subj4,815.591,What did a meal of disgust the diner?,27,,
127,condition1,15.923,,3,CSC,3.488,,,,0.89,"Besides corn, what did the farmer harvest?",A,Ab,9.369,0.82,,CSC1,856.766,What did the farmer harvest corn and?,28,,
127,condition1,4.389,,3,binding,3.31,,,,0.94,The bride thinks the groom saw her.,A,Aa,9.926,0.88,,bind1,885.548,The bride thinks that the groom saw herself.,29,,
127,condition1,8.593,,3,head_dir,3.61,,,,0.93,The child surely ate the chocolate cake.,A,Aa,7.998,0.71,,head1,903.177,The child surely the chocolate cake ate.,30,,
127,condition1,12.613,,3,adj_island,3.911,,,,0.9,What lecture did the student attend that the professor recommended?,I,Id,16.749,0.63,,adj1,923.381,What did the student attend lecture because a professor recommended?,31,,
127,condition1,6.846,,3,subcat,1.756,,,,1,The bride insisted on this venue for her wedding.,A,Aa,11.185,0.92,,sub4,956.657,The bride insisted for this venue for her wedding.,32,,
127,condition1,14.188,,3,ungram,2.25,,,,0.58,What did the mechanic believe can fuel biopower?,,,11.361,0.06,,ungram1,976.447,Mechanic the that can power biofuel the does believe what ?,33,,
127,condition1,16.711,,4,gram,3.396,,,,1,The artist listens to music at work everyday.,,,7.729,1,,gram5,1004.25,The artist listens to music at work every day.,34,,
127,condition1,13.105,,4,ungram,25.1,,,,0.11,Which claim officials bribed the activists?,,,11.375,0.17,,ungram2,1032.088,Do activists bribed claim officials the that the who ?,35,,
127,condition1,6.776,,4,CSC,2.038,,,,0.9,"Besides the Beatles, who does the woman listen to?",A,Ab,9.868,0.85,,CSC5,1081.67,Who does the woman listen to the Beatles and?,36,,
127,condition1,9.423,,4,agreement,4.223,,,,0.73,The burgers were devoured quickly by the diner.,A,Aa,10.516,0.82,,agr3,1100.355,The burger were devoured quickly by the diner.,37,,
127,condition1,9.006,,4,subj_island,3.662,,,,0.88,What gift pleased the recipient?,B,Bc,5.607,0.57,,subj3,1124.519,What did a gift of please the recipient?,38,,
127,condition1,6.208,,4,head_dir,2.676,,,,0.87,The citizens voted on a new bill.,A,Aa,7.424,0.44,,head5,1142.795,The citizens the new bill voted on.,39,,
127,condition1,8.249,,4,LBC,3.472,,,,0.87,How many books did you fit in your locker?,A,Aa,7.299,0.4,,LBC5,1159.105,How many did you fit in your locker books?,40,,
127,condition1,7.124,,4,NPI,8.926,,,,0.95,The patient did everything on the hospital bed.,A,Aa,10.141,0.95,,NPI5,1178.127,The patient did anything on the hospital bed.,41,,
127,condition1,9.783,,4,binding,4.789,,,,0.87,The gentleman accepted that the waitress disliked him.,A,Aa,11.333,0.78,,bind4,1204.321,The gentleman accepted that the waitress disliked himself.,42,,
127,condition1,9.749,,4,adj_island,2.71,,,,0.86,What housework did the chef do because the maid was injured.,I,Ia,12.483,0.69,,adj3,1230.228,What did the chef do housework because the maid injured?,43,,
127,condition1,7.138,,4,subcat,4.424,,,,0.94,The policeman relied on his instincts to catch the thief.,A,Aa,10.816,0.88,,sub1,1255.173,The policeman relied for his instincts to catch the thief.,44,,
127,condition1,3.648,,5,head_dir,1.699,,,,0.92,The boy plays video games everyday.,A,Aa,7.794,0.72,,head3,1277.554,The boy video games plays every day.,45,,
127,condition1,14.387,,5,ungram,2.817,,,,0.56,What does the special commander believe that the spy initiated?,,,11.639,0.26,,ungram3,1290.698,Special commander does spy the initiated the what believe that ?,46,,
127,condition1,21.514,,5,adj_island,6.636,,,,0.44,What did her accomplice recognize that caused the fugitive to run away?,A,Ae,18.056,0.23,,adj4,1319.543,What did the fugitive run away because her accomplice recognized?,47,,
127,condition1,4.448,,5,NPI,3.026,,,,0.9,The teacher wrote everything on the whiteboard.,A,Aa,10.106,0.92,,NPI3,1365.753,The teacher wrote anything on the whiteboard.,48,,
127,condition1,4.673,,5,CSC,2.539,,,,0.94,"Besides milk, what did the boy purchase?",A,Ab,10.702,0.92,,CSC4,1383.336,What did the boy purchase milk and?,49,,
127,condition1,5.963,,5,subcat,2.685,,,,0.95,The committee agreed on a budget for the park.,A,Aa,10.282,0.89,,sub3,1401.253,The committee agreed for the budget for the park.,50,,
127,condition1,5.385,,5,subj_island,32.607,,,,0.61,What of the exhibit angered the citizens?,E,Ea,7.721,0.67,,subj5,1420.185,What did an exhibit of anger the citizens?,51,,
127,condition1,9.091,,5,LBC,2.52,,,,0.84,How many dogs did they see at the park?,A,Aa,6.564,0.57,,LBC4,1465.9,How many did they see dogs at the park?,52,,
127,condition1,5.74,,5,agreement,3.016,,,,0.84,The student was reprimanded by the parents.,B,Bb,8.218,0.89,,agr2,1484.077,The student were reprimanded by the parents.,53,,
127,condition1,12.521,,5,gram,2.418,,,,1,Which actor does the brother like but the sister hate?,,,10.893,0.97,,gram3,1501.053,Which actor does the brother like and the sister hate?,54,,
127,condition1,7.581,,5,binding,3.28,,,,0.92,The mailman saw that the actor greeted him.,A,Aa,10.816,0.85,,bind5,1526.889,The mailman saw that the actress greeted himself.,55,,
151,condition1,881.915,0.99,practice,practice_good,8.798,,practice_good,,1,,,,47.697,,,,103.416,,0,0,
151,condition1,28.891,,practice,,5.511,,practice_mid,practice_mid,0.93,,,,47.857,,0.11,,1041.841,,0,0,
151,condition1,41.61,,practice,,12.918,,practice_bad,practice_bad,0.01,,,,30.087,,0.05,,1124.114,,0,0,
151,condition1,11.869,,1,LBC,5.27,,,,0.88,How many dogs did they see at the park?,A,Aa,12.74,0.31,,LBC4,1231.275,How many did they see dogs at the park?,1,,
151,condition1,11.499,,1,NPI,7.452,,,,0.72,The patient did whatever they wanted on their hospital bed.,H,Ha,18.245,0.9,,NPI5,1261.166,The patient did anything on the hospital bed.,2,,
151,condition1,10.981,,1,subcat,2.96,,,,0.81,The bride insisted on having her wedding at this venue.,A,Aa,18.704,0.59,,sub4,1298.374,The bride insisted for this venue for her wedding.,3,,
151,condition1,9.915,,1,head_dir,2.813,,,,0.74,The citizens voted on the new bill.,A,Aa,9.464,0.13,,head5,1331.03,The citizens the new bill voted on.,4,,
151,condition1,5.321,,1,agreement,5.132,,,,1,The performer was chased off-stage by the public.,B,Bb,15.195,0.77,,agr5,1353.233,The performer were chased off stage by the public.,5,,
151,condition1,16.454,,1,adj_island,5.769,,,,0.29,Did the sculptor leave the room because they were insulted by their assistant?,C,Cc,55.799,0.01,,adj2,1378.895,What did the sculptor leave the room because the assistant insulted?,6,,
151,condition1,9.005,,1,binding,3.504,,,,0.64,The bride imagines the groom saw her reflection.,A,Ab,34.369,0.5,,bind1,1456.931,The bride thinks that the groom saw herself.,7,,
151,condition1,6.473,,1,gram,4.412,,,,0.98,The cashier didn't see any customers in the store.,,,11.88,0.99,,gram4,1503.818,The cashier didn't see anyone at the store.,8,,
151,condition1,13.159,,1,subj_island,9.643,,,,0.12,What kind of collection would impress the curators?,A,Aj,11.132,0.01,,subj1,1526.595,What did a collection of impress the curators?,9,,
151,condition1,25.489,,1,ungram,6.627,,,,0.08,Do activists bribe their claim officials?,,,18.846,0,,ungram2,1560.539,Do activists bribed claim officials the that the who ?,10,,
151,condition1,8.572,,1,CSC,2.541,,,,0.7,The farmer harvested corn and...what?,A,Aa,24.427,0.68,,CSC1,1611.513,What did the farmer harvest corn and?,11,,
151,condition1,7.613,,2,head_dir,4.266,,,,0.99,The child surely ate the chocolate cake.,A,Aa,10.212,0.26,,head1,1647.062,The child surely the chocolate cake ate.,12,,
151,condition1,7.649,,2,gram,2.778,,,,0.98,The patient knew that their provider's receptionist didn't like him.,,,40.368,0.99,,gram1,1669.162,The patient knew that the receptionist disliked him.,13,,
