workerid,proliferate.condition,accept_time,acceptability,block_number,condition,confidence_time,first_response_value,itemID,item_type,meaning_confidence,paraphrase,paraphrase_time,rating,response,sentence_id,slide_start,stimulus,trial_sequence_total,wrong_attempts,error
96,condition1,5.021,,3,head_dir,8.441,,,,0.99,the boy plays video games everyday,8.802,0.22,,head3,99430.392,The boy video games plays every day.,28,,
96,condition1,3.182,,3,NPI,18.744,,,,0.62,the spy saw everythig yesterdaty,16.762,0.36,,NPI1,99452.66,The spy saw anything yesterday.,29,,
96,condition1,9.813,,3,binding,27.824,,,,0.24,the gentleman understood that the waitress disliked him,21.65,0.23,,bind4,99491.351,The gentleman accepted that the waitress disliked himself.,30,,
96,condition1,5.522,,3,LBC,2.589,,,,0.92,how many cookies did you see in the bar,10.302,0.29,,LBC1,99550.642,How many did you see cookies in the jar?,31,,
96,condition1,5.014,,3,ungram,3.998,,,,0.05,what mechanic does biofuel power?,11.805,0.1,,ungram1,99569.058,Mechanic the that can power biofuel the does believe what ?,32,,
96,condition1,5.627,,3,subcat,3.546,,,,0.75,the family compromised on vacation location,11.283,0.29,,sub5,99589.878,The family compromised for where to go for vacation.,33,,
96,condition1,4.055,,4,binding,3.917,,,,0.51,the mailman saw that the actress greeted him,11.095,0.32,,bind5,99610.341,The mailman saw that the actress greeted himself.,34,,
96,condition1,4.005,,4,agreement,3.771,,,,0.81,the clown was invited to the party,9.179,0.21,,agr1,99629.412,The clown were invited to the party by the host.,35,,
96,condition1,5.305,,4,adj_island,3.364,,,,0.2,Why did the waiter set the table?,10.096,0.23,,adj5,99646.37,What did the waiter set the table because the housewife praised?,36,,
96,condition1,3.215,,4,head_dir,5.243,,,,0.75,the tourist visted her favorite restuarant,9.958,0.31,,head4,99665.14,The tourist her favorite restaurant visited.,37,,
96,condition1,11.466,,4,ungram,3.149,,,,0.19,Did the detective claim to find who used the poison?,25.074,0.23,,ungram4,99683.56,Believe the does killed claim that who detective the poison ?,38,,
96,condition1,4.518,,4,subj_island,3.132,,,,0.74,What collection impressed the curators?,9.851,0.29,,subj1,99723.252,What did a collection of impress the curators?,39,,
96,condition1,7.167,,4,CSC,4.376,,,,0.49,The boy purchased milk and?,11.227,0.21,,CSC4,99740.758,What did the boy purchase milk and?,40,,
96,condition1,4.91,,4,NPI,2.825,,,,0.82,the student like everyone in her class,7.395,0.87,,NPI2,99763.532,The student liked anyone in her class.,41,,
96,condition1,5.442,,4,gram,3.472,,,,0.85,the patient knew that the receptionist disliked him,15.542,0.98,,gram1,99778.665,The patient knew that the receptionist disliked him.,42,,
96,condition1,4.345,,4,LBC,3.413,,,,0.81,how many dogs did they see at the park?,20.023,0.31,,LBC4,99803.125,How many did they see dogs at the park?,43,,
96,condition1,4.707,,4,subcat,2.653,,,,0.74,The committee agreed on the park budget,11.67,0.38,,sub3,99830.911,The committee agreed for the budget for the park.,44,,
96,condition1,2.787,,5,LBC,6.306,,,,0.4,How many pills di you take in a day?,8.968,0.35,,LBC2,99849.945,How many do you take pills in a day?,45,,
96,condition1,3.864,,5,agreement,9.021,,,,0.23,The students were disciplined by the parents,14.129,0.98,,agr2,99868.01,The student were reprimanded by the parents.,46,,
96,condition1,5.599,,5,adj_island,3.234,,,,0.34,Did the chef do housework because the maid was injureds?,14.327,0.19,,adj3,99895.029,What did the chef do housework because the maid injured?,47,,
96,condition1,4.211,,5,subcat,7.556,,,,0.32,The policeman relied in his instincts to catch the thief,13.673,0.35,,sub1,99918.194,The policeman relied for his instincts to catch the thief.,48,,
96,condition1,3.986,,5,CSC,2.721,,,,0.3,Wjat did the captain bring?,19.138,0.22,,CSC3,99943.638,What did the captain bring a map and?,49,,
96,condition1,4.358,,5,ungram,2.33,,,,0.2,Does the commander spy on the initiated?,9.941,0.11,,ungram3,99969.485,Special commander does spy the initiated the what believe that ?,50,,
96,condition1,2.608,,5,binding,62.017,,,,0.85,the duchess heard that the king liked hger,10.619,0.2,,bind2,99986.118,The duchess heard that the king liked herself.,51,,
96,condition1,8.083,,5,head_dir,3.24,,,,0.24,the citizens voted on the new bill,21.236,0.22,,head5,100061.366,The citizens the new bill voted on.,52,,
96,condition1,3.328,,5,gram,2.545,,,,0.92,The cashier saw no one at the store,9.51,0.91,,gram4,100093.93,The cashier didn't see anyone at the store.,53,,
96,condition1,3.366,,5,NPI,2.681,,,,0.85,the detective accused everyone during his interrogation,17.056,0.31,,NPI4,100109.315,The detective accused anyone during his investigation.,54,,
96,condition1,3.317,,5,subj_island,2.891,,,,0.71,what gift pleased the recipient?,10.968,0.24,,subj3,100132.421,What did a gift of please the recipient?,55,,
129,condition1,7.356,0.96,practice,practice_good,4.933,,practice_good,,0.99,,29.716,,,,32.415,,0,0,
129,condition1,10.576,,practice,,19.597,,practice_mid,practice_mid,0.97,,13.386,,0.03,,74.426,,0,0,
129,condition1,17.345,,practice,,3.749,0.77,practice_bad,practice_bad,0.04,,29.218,,0.07,,117.991,,0,1,
129,condition1,6.745,,1,head_dir,6.332,,,,0.73,The child surely ate the chocolate cake.,16.935,0,,head1,173.608,The child surely the chocolate cake ate.,1,,
129,condition1,8.922,,1,ungram,2.231,,,,0.03,Lead the pianist.,13.352,0.02,,ungram5,203.631,Lead pianist to what claim the does believe that can practice ?,2,,
129,condition1,8.128,,1,subj_island,5.482,,,,0.09,What exhibit angered the citizens?,8.335,0.03,,subj5,228.141,What did an exhibit of anger the citizens?,3,,
129,condition1,5.378,,1,binding,2.383,,,,0.8,The gentleman accepted that the waittress disliked him,11.2,0.17,,bind4,250.092,The gentleman accepted that the waitress disliked himself.,4,,
129,condition1,7.644,,1,agreement,1.184,,,,0.58,the burger was devoured quickly during dinner,10.25,0.02,,agr3,269.059,The burger were devoured quickly by the diner.,5,,
129,condition1,3.893,,1,NPI,3.734,,,,0.98,the dtetective accused anyone during his investigation.,15.817,0.97,,NPI4,288.143,The detective accused anyone during his investigation.,6,,
129,condition1,5.745,,1,CSC,1.033,,,,0.38,who does the critic dislike?,8.067,0.24,,CSC2,311.592,Who does the critic dislike the actor and?,7,,
129,condition1,5.894,,1,LBC,5.633,,,,0.12,how many dogs did they see at the park?,10.133,0.12,,LBC4,326.443,How many did they see dogs at the park?,8,,
129,condition1,6.912,,1,gram,2.2,,,,0.9,which actor is the one that the brother likes but his sister hates?,13.517,0.89,,gram3,348.108,Which actor does the brother like and the sister hate?,9,,
129,condition1,6.311,,1,adj_island,2.433,,,,0.76,why did the student attend lecture just because the professor recommended it.,23.534,0.06,,adj1,370.742,What did the student attend lecture because a professor recommended?,10,,
129,condition1,4.862,,1,subcat,38.582,,,,0.85,the bride insisted on this venue for her wedding,11.834,0.97,,sub4,403.025,The bride insisted for this venue for her wedding.,11,,
129,condition1,5.795,,2,agreement,2.716,,,,0.18,the clown was invited by the host to the party,16.099,0.16,,agr1,458.309,The clown were invited to the party by the host.,12,,
129,condition1,6.73,,2,ungram,10.434,,,,0.08,do activists bribe officials?,9.084,0.02,,ungram2,482.923,Do activists bribed claim officials the that the who ?,13,,
129,condition1,4.345,,2,head_dir,3.649,,,,0.18,the boy plays videogames everyday,10.567,0.19,,head3,509.176,The boy video games plays every day.,14,,
129,condition1,5.162,,2,LBC,2.017,,,,0.25,how many books did you fit in your locker,8.482,0.11,,LBC5,527.742,How many did you fit in your locker books?,15,,
129,condition1,6.664,,2,subcat,2.532,,,,0.98,The family compromised for where to go for vacation,2.15,0.97,,sub5,543.407,The family compromised for where to go for vacation.,16,,
129,condition1,5.461,,2,binding,3.383,,,,0.86,the bride thinks that the groom saw her.,16.951,0.11,,bind1,554.759,The bride thinks that the groom saw herself.,17,,
129,condition1,6.96,,2,gram,2.133,,,,0.97,The artist listens to music at work every day,2.268,0.99,,gram5,580.56,The artist listens to music at work every day.,18,,
129,condition1,6.729,,2,NPI,1.966,,,,0.96,The patient did anything on the hospital bed,1.867,0.98,,NPI5,591.925,The patient did anything on the hospital bed.,19,,
129,condition1,6.163,,2,adj_island,2.517,,,,0.09,what did the waiter do to get the housewife's praise,15.2,0.25,,adj5,602.491,What did the waiter set the table because the housewife praised?,20,,
129,condition1,5.245,,2,subj_island,2.216,,,,0.07,what a meal of disgust from diner i had,11.784,0.03,,subj4,626.376,What did a meal of disgust the diner?,21,,
129,condition1,4.061,,2,CSC,2.249,,,,0.27,what did the farmer harvest with the corn?,9.068,0.03,,CSC1,645.626,What did the farmer harvest corn and?,22,,
129,condition1,4.913,,3,adj_island,4,,,,0.18,The fugitive ran away because she was recognized by her accomplice,17.549,0.39,,adj4,661.009,What did the fugitive run away because her accomplice recognized?,23,,
129,condition1,6.427,,3,head_dir,1.799,,,,0.35,the citizens voted on the new bill,10.085,0.26,,head5,687.477,The citizens the new bill voted on.,24,,
129,condition1,6.295,,3,agreement,2.933,,,,0.98,The student were reprimanded by the parents.,1.8,0.97,,agr2,705.793,The student were reprimanded by the parents.,25,,
129,condition1,103.862,,3,subcat,5.666,,,,0.75,the police officer relied on his instincts to catch the thief,21.618,0.82,,sub1,716.826,The policeman relied for his instincts to catch the thief.,26,,
129,condition1,6.662,,3,ungram,81.198,,,,0.12,the special commander initiated what to believe.,10.602,0.15,,ungram3,847.976,Special commander does spy the initiated the what believe that ?,27,,
129,condition1,4.013,,3,LBC,6.948,,,,0.17,how many books do you read in a year,6.751,0.3,,LBC3,946.442,How many do you read books in a year?,28,,
129,condition1,7.531,,3,subj_island,1.516,,,,0.46,how did the gift please the recipient,10.967,0.26,,subj3,964.158,What did a gift of please the recipient?,29,,
129,condition1,8.579,,3,NPI,2.467,,,,0.64,The student liked anyone in her class,1.917,0.67,,NPI2,984.176,The student liked anyone in her class.,30,,
129,condition1,6.211,,3,gram,2.45,,,,0.99,The report on the court case mentioned the defendant's name.,2.066,0.99,,gram2,997.145,The report on the court case mentioned the defendant's name.,31,,
129,condition1,7.896,,3,binding,1.233,,,,0.91,The butler claimed that the widow reprimanded him,1.833,0.84,,bind3,1007.877,The butler claimed that the widow reprimanded himself.,32,,
129,condition1,5.727,,3,CSC,3.083,,,,0.78,Who does the woman listen to? The Beatles ?,12.667,0.31,,CSC5,1018.845,Who does the woman listen to the Beatles and?,33,,
129,condition1,4.795,,4,binding,2.049,,,,0.87,The duchess heard that the king liked her,5.234,0.93,,bind2,1040.327,The duchess heard that the king liked herself.,34,,
129,condition1,5.761,,4,subcat,4.102,,,,0.97,The group decided for a restaurant on dinner.,6.182,0.82,,sub2,1052.411,The group decided for a restaurant for dinner.,35,,
129,condition1,4.011,,4,agreement,1.482,,,,0.96,The child was scared by the movie.,5.351,0.07,,agr4,1068.461,The child were scared by the movie.,36,,
129,condition1,4.496,,4,head_dir,2.083,,,,0.89,The tourist visited her favorite restaurant,15.833,0.66,,head4,1079.31,The tourist her favorite restaurant visited.,37,,
129,condition1,4.461,,4,NPI,1.233,,,,0.98,The teacher wrote anything on the whiteboard.,1.684,0.96,,NPI3,1101.728,The teacher wrote anything on the whiteboard.,38,,
129,condition1,6.861,,4,adj_island,4.199,,,,0.6,The chef  had to do housework because the maid injured themself ?,14.685,0.3,,adj3,1109.111,What did the chef do housework because the maid injured?,39,,
129,condition1,4.527,,4,gram,1.967,,,,0.95,The patient knew that the receptionist disliked him.,2.35,0.98,,gram1,1134.862,The patient knew that the receptionist disliked him.,40,,
129,condition1,7.695,,4,subj_island,2.35,,,,0.71,How did a painting get stolen?,12.95,0.47,,subj2,1143.711,What did a painting of get stolen?,41,,
129,condition1,6.044,,4,CSC,1.783,,,,0.66,What did the captain bring a map of?,6.284,0.75,,CSC3,1166.712,What did the captain bring a map and?,42,,
129,condition1,7.143,,4,LBC,2.332,,,,0.77,How many pills do you take in a day?,10.652,0.22,,LBC2,1180.829,How many do you take pills in a day?,43,,
129,condition1,6.761,,4,ungram,2.381,,,,0.01,believe the claim that the detective was killed with poison,30.353,0.08,,ungram4,1200.961,Believe the does killed claim that who detective the poison ?,44,,
129,condition1,6.594,,5,adj_island,2.816,,,,0.19,The sculptor left the room because the assistant insulted him,16.351,0.03,,adj2,1240.462,What did the sculptor leave the room because the assistant insulted?,45,,
129,condition1,5.195,,5,NPI,3.166,,,,0.97,The spy saw something yesterday.,8.467,0.96,,NPI1,1266.228,The spy saw anything yesterday.,46,,
129,condition1,6.56,,5,LBC,3.049,,,,0.98,How many cookies did you see in the jar,9.502,0.19,,LBC1,1283.062,How many did you see cookies in the jar?,47,,
129,condition1,5.179,,5,subcat,1.95,,,,0.98,The committee agreed on the budget for the park,5.784,0.81,,sub3,1302.177,The committee agreed for the budget for the park.,48,,
129,condition1,4.51,,5,CSC,3.033,,,,0.92,What did the boy purchase milk for?,5.668,0.01,,CSC4,1315.096,What did the boy purchase milk and?,49,,
129,condition1,4.544,,5,agreement,2.082,,,,0.84,The performers were chased off stage by the public.,5.951,0.13,,agr5,1328.312,The performer were chased off stage by the public.,50,,
129,condition1,6.628,,5,head_dir,2.249,,,,0.73,The kitten drank all of the milk.,9.684,0.04,,head2,1340.895,The kitten all of the milk drank.,51,,
129,condition1,7.728,,5,ungram,2.765,,,,0.05,Mechanic believes the that biofuel can power it.,34.235,0.03,,ungram1,1359.462,Mechanic the that can power biofuel the does believe what ?,52,,
129,condition1,4.845,,5,gram,2.017,,,,0.98,The cashier didn't see anyone at the store,1.883,0.99,,gram4,1404.195,The cashier didn't see anyone at the store.,53,,
129,condition1,6.278,,5,binding,1.917,,,,0.89,The mailman saw that the actress greeted herself.,6.683,0.21,,bind5,1412.946,The mailman saw that the actress greeted himself.,54,,
129,condition1,8.994,,5,subj_island,1.7,,,,0.57,What collection impressed the curators?,12.683,0.05,,subj1,1427.83,What did a collection of impress the curators?,55,,
104,condition1,7.516,0.86,practice,practice_good,6.256,,practice_good,,0.99,,22.665,,,,6770.479,,0,0,
104,condition1,10.097,,practice,,5.026,,practice_mid,practice_mid,0.74,,10.725,,0.17,,6806.921,,0,0,
104,condition1,14.852,,practice,,5.155,,practice_bad,practice_bad,0.2,,17.096,,0.03,,6832.773,,0,0,
104,condition1,5.511,,1,agreement,5.633,,,,0.6,the burgers were devored by the people at the diner,9.613,0.42,,agr3,24704.901,The burger were devoured quickly by the diner.,1,,
104,condition1,4.301,,1,subj_island,2.634,,,,0.2,why did the collection impress the curators,9.748,0.03,,subj1,24725.664,What did a collection of impress the curators?,2,,
104,condition1,24.383,,1,adj_island,2.037,,,,0.19,did the sculptor leave the room because the assistant insulted them?,15.894,0.01,,adj2,24742.351,What did the sculptor leave the room because the assistant insulted?,3,,
104,condition1,4.635,,1,subcat,1.648,,,,0.81,the policeman relied on his instincts to catch the theif,12.757,0.31,,sub1,24784.669,The policeman relied for his instincts to catch the thief.,4,,
104,condition1,5.611,,1,CSC,2.861,,,,0.17,who else does the woman listen to besides the beetles?,15.288,0.03,,CSC5,24803.714,Who does the woman listen to the Beatles and?,5,,
104,condition1,5.693,,1,NPI,3.176,,,,0.5,the patient did everything on the hospital bed,10.56,0.77,,NPI5,24827.478,The patient did anything on the hospital bed.,6,,
104,condition1,4.334,,1,binding,6.463,,,,0.61,the duchess heard that the king liked her,11.567,0.68,,bind2,24846.911,The duchess heard that the king liked herself.,7,,
104,condition1,5.975,,1,LBC,1.665,,,,0.59,how many dogs did they see at the park,6.648,0.52,,LBC4,24869.279,How many did they see dogs at the park?,8,,
104,condition1,5.408,,1,head_dir,3.585,,,,0.57,the child surely ate the chocolate cake,8.346,0.2,,head1,24883.572,The child surely the chocolate cake ate.,9,,
104,condition1,4.036,,1,gram,1.899,,,,0.98,the artist listens to music at work everyday,8.025,0.98,,gram5,24900.915,The artist listens to music at work every day.,10,,
104,condition1,4.73,,1,ungram,1.43,,,,0.05,special commander what does the spy,7.453,0.01,,ungram3,24914.879,Special commander does spy the initiated the what believe that ?,11,,
104,condition1,4.595,,2,subj_island,3.102,,,,0.35,what meal disgusted the diner,5.64,0.31,,subj4,24928.496,What did a meal of disgust the diner?,12,,
104,condition1,4.999,,2,subcat,18.434,,,,0.97,the bride insisted on this venue for her wedding,11.449,1,,sub4,24941.837,The bride insisted for this venue for her wedding.,13,,
104,condition1,2.718,,2,head_dir,3.11,,,,0.32,the citizens voted on the new bill,7.162,0.18,,head5,24976.723,The citizens the new bill voted on.,14,,
104,condition1,6.008,,2,gram,1.88,,,,0.97,the report on the court case mentioned the defendant's name,9.927,0.98,,gram2,24989.717,The report on the court case mentioned the defendant's name.,15,,
104,condition1,4.57,,2,binding,2.513,,,,0.98,the butler claimed that the widow reprimanded himself,10.478,0.96,,bind3,25007.537,The butler claimed that the widow reprimanded himself.,16,,
104,condition1,4.392,,2,adj_island,2.512,,,,0.01,what did the chef,4.484,0.03,,adj3,25025.101,What did the chef do housework because the maid injured?,17,,
104,condition1,4.293,,2,NPI,2.197,,,,0.98,the teacher wrote anything on the whiteboard,11.785,0.98,,NPI3,25036.494,The teacher wrote anything on the whiteboard.,18,,
104,condition1,3.664,,2,CSC,1.965,,,,0.27,what else did the captain bring,10.257,0.11,,CSC3,25054.773,What did the captain bring a map and?,19,,
104,condition1,3.777,,2,agreement,1.519,,,,0.99,the students were reprimanded by the parents,10.772,1,,agr2,25070.664,The student were reprimanded by the parents.,20,,
104,condition1,3.461,,2,ungram,1.607,,,,0.01,idk,2.151,0.01,,ungram2,25086.736,Do activists bribed claim officials the that the who ?,21,,
104,condition1,7.627,,2,LBC,5.938,,,,0.91,how many pills do you take a day,5.8,0.33,,LBC2,25093.96,How many do you take pills in a day?,22,,
104,condition1,3.591,,3,NPI,3.198,,,,0.15,the spy saw that yesterday,6.977,0.1,,NPI1,25113.329,The spy saw anything yesterday.,23,,
104,condition1,5.539,,3,ungram,1.801,,,,0.09,lead piantest,3.822,0.02,,ungram5,25127.099,Lead pianist to what claim the does believe that can practice ?,24,,
104,condition1,5.046,,3,head_dir,1.736,,,,0.88,the tourist visited her favorite restaurant,9.692,0.57,,head4,25138.265,The tourist her favorite restaurant visited.,25,,
104,condition1,4.893,,3,gram,9.384,,,,0.99,the patient knew that the receptionist disliked him,10.105,1,,gram1,25154.743,The patient knew that the receptionist disliked him.,26,,
104,condition1,5.933,,3,subcat,2.908,,,,0.99,the family compromised on where to go for vacation,14.744,0.91,,sub5,25179.13,The family compromised for where to go for vacation.,27,,
104,condition1,3.947,,3,subj_island,1.333,,,,0.05,why did exhbit,4.382,0.02,,subj5,25202.719,What did an exhibit of anger the citizens?,28,,
104,condition1,3.415,,3,agreement,2.658,,,,0.98,the children were scared by the movie,8.112,0.88,,agr4,25212.385,The child were scared by the movie.,29,,
104,condition1,5.345,,3,adj_island,3.103,,,,0.29,what student attended lecture the professor recommended,10.697,0.21,,adj1,25226.574,What did the student attend lecture because a professor recommended?,30,,
104,condition1,5.388,,3,CSC,1.714,,,,0.62,who else does the critic dislike,6.319,0.65,,CSC2,25245.723,Who does the critic dislike the actor and?,31,,
104,condition1,4.085,,3,binding,3.676,,,,0.9,the bride thinks the groom saw her,7.04,0.62,,bind1,25259.147,The bride thinks that the groom saw herself.,32,,
104,condition1,4.462,,3,LBC,2.651,,,,0.83,how many books did you fit in your locker,7.187,0.64,,LBC5,25273.953,How many did you fit in your locker books?,33,,
104,condition1,3.86,,4,ungram,2.304,,,,0.04,mechanic,2.452,0.05,,ungram1,25288.258,Mechanic the that can power biofuel the does believe what ?,34,,
104,condition1,3.866,,4,gram,3.499,,,,0.98,the cashier didn't see anyone at the store,8.193,0.97,,gram4,25296.878,The cashier didn't see anyone at the store.,35,,
104,condition1,2.896,,4,CSC,1.785,,,,0.83,the farmer harvested corna dn what else>,9.087,0.6,,CSC1,25312.441,What did the farmer harvest corn and?,36,,
104,condition1,3.842,,4,subcat,4.865,,,,0.99,the group decided ona restaruatj for dinenr,18.36,0.84,,sub2,25326.213,The group decided for a restaurant for dinner.,37,,
104,condition1,2.996,,4,binding,1.567,,,,0.75,the mailman saw that the actress greete dhim,9.797,0.67,,bind5,25353.284,The mailman saw that the actress greeted himself.,38,,
104,condition1,2.961,,4,head_dir,3.822,,,,0.93,the kitten drank all of the milk,7.098,0.29,,head2,25367.649,The kitten all of the milk drank.,39,,
104,condition1,3.349,,4,agreement,2.836,,,,1,the performers were chased off stage by the audience,11.121,0.89,,agr5,25381.534,The performer were chased off stage by the public.,40,,
104,condition1,6.169,,4,LBC,2.173,,,,0.97,how many books do you read in a year,6.48,0.66,,LBC3,25398.846,How many do you read books in a year?,41,,
104,condition1,4.95,,4,NPI,1.454,,,,0.97,the detective accused everyone during his investrigaton,9.703,0.89,,NPI4,25413.672,The detective accused anyone during his investigation.,42,,
104,condition1,3.018,,4,adj_island,2.682,,,,0.02,waiter did,3.051,0,,adj5,25429.783,What did the waiter set the table because the housewife praised?,43,,
104,condition1,3.277,,4,subj_island,2.295,,,,0.25,what painting got stolen,5.046,0.34,,subj2,25438.538,What did a painting of get stolen?,44,,
104,condition1,3.502,,5,head_dir,1.527,,,,0.61,the boy plays video games everyday,7.754,0.28,,head3,25449.161,The boy video games plays every day.,45,,
104,condition1,3.027,,5,CSC,1.341,,,,0.2,the boy purchased milk and what else,7.033,0.25,,CSC4,25461.948,What did the boy purchase milk and?,46,,
104,condition1,4.698,,5,adj_island,1.486,,,,0.22,why did the fugitive run away,6.624,0.29,,adj4,25473.353,What did the fugitive run away because her accomplice recognized?,47,,
104,condition1,2.316,,5,ungram,1.405,,,,0.03,poison,2.926,0.05,,ungram4,25486.165,Believe the does killed claim that who detective the poison ?,48,,
104,condition1,3.026,,5,subj_island,2.893,,,,0.21,did the gift please the recipient,7.381,0.14,,subj3,25492.816,What did a gift of please the recipient?,49,,
104,condition1,3.219,,5,agreement,3.168,,,,0.75,the clown was invited to the party by the host,10.359,0.66,,agr1,25506.12,The clown were invited to the party by the host.,50,,
104,condition1,3.261,,5,NPI,1.745,,,,0.72,the student liked everybody in her class,6.904,0.61,,NPI2,25522.87,The student liked anyone in her class.,51,,
104,condition1,4.165,,5,subcat,1.891,,,,0.86,the commitee agreed on the budget for the park,9.776,0.86,,sub3,25534.785,The committee agreed for the budget for the park.,52,,
104,condition1,2.049,,5,gram,1.422,,,,0.59,what actor do they hate,4.717,0.08,,gram3,25550.621,Which actor does the brother like and the sister hate?,53,,
104,condition1,3.308,,5,binding,3.855,,,,0.96,the gentleman accepted that the waitress disliked him,9.222,0.85,,bind4,25558.814,The gentleman accepted that the waitress disliked himself.,54,,
104,condition1,3.625,,5,LBC,1.697,,,,0.66,how many cookies do you see in the jar,6.557,0.31,,LBC1,25575.202,How many did you see cookies in the jar?,55,,
73,condition1,11.192,1,practice,practice_good,5.835,,practice_good,,1,,24.076,,,,10625.515,,0,0,
73,condition1,10.98,,practice,,5.483,,practice_mid,practice_mid,0.79,,10.121,,0.35,,10666.626,,0,0,
73,condition1,32.153,,practice,,3.198,,practice_bad,practice_bad,0,,23.992,,0,,10693.215,,0,0,
73,condition1,6.524,,1,binding,6.265,,,,0.93,the duchess believed the king liked her.,11.613,0.18,,bind2,10780.394,The duchess heard that the king liked herself.,1,,
73,condition1,8.914,,1,subj_island,3.447,,,,0.1,what collection impressed the curators?,8.237,0.09,,subj1,10804.806,What did a collection of impress the curators?,2,,
73,condition1,6.211,,1,NPI,2.222,,,,0.93,the student liked everyone in her class.,7.075,0.62,,NPI2,10825.41,The student liked anyone in her class.,3,,
73,condition1,5.221,,1,agreement,4.37,,,,0.37,the student was reprimanded by their parents.,7.713,0.66,,agr2,10840.923,The student were reprimanded by the parents.,4,,
73,condition1,8.755,,1,CSC,3.333,,,,0.35,what did the boy purchase - milk and?,6.097,0.32,,CSC4,10858.231,What did the boy purchase milk and?,5,,
73,condition1,14.168,,1,adj_island,1.977,,,,0.17,did the student attend the lecture the professor recommended?,8.138,0.19,,adj1,10876.421,What did the student attend lecture because a professor recommended?,6,,
73,condition1,4.798,,1,head_dir,5.134,,,,0.74,the kitten drank all the milk.,6.683,0.28,,head2,10900.71,The kitten all of the milk drank.,7,,
73,condition1,5.887,,1,subcat,2.839,,,,0.59,the family compromised on where to go for vacation.,8.525,0.61,,sub5,10917.331,The family compromised for where to go for vacation.,8,,
73,condition1,21.394,,1,ungram,2.632,,,,0,the special commander spied the initiates.,6.061,0,,ungram3,10934.587,Special commander does spy the initiated the what believe that ?,9,,
73,condition1,9.298,,1,LBC,1.795,,,,0.7,how many books did you fit in your locker?,6.111,0.33,,LBC5,10964.679,How many did you fit in your locker books?,10,,
73,condition1,8.733,,1,gram,2.558,,,,1,the artist listens to music every day at work.,6.886,1,,gram5,10981.888,The artist listens to music at work every day.,11,,
73,condition1,19.422,,2,ungram,1.977,,,,0,the detective claims they were killed by poison.,8.637,0,,ungram4,11000.071,Believe the does killed claim that who detective the poison ?,12,,
73,condition1,6.659,,2,LBC,2.923,,,,0.82,how many pills do you take in a day?,5.864,0.29,,LBC2,11030.112,How many do you take pills in a day?,13,,
73,condition1,9.818,,2,subj_island,3.001,,,,0.51,what was the disgusting meal at the diner?,4.582,0.19,,subj4,11045.564,What did a meal of disgust the diner?,14,,
73,condition1,7.989,,2,CSC,2.146,,,,0.4,who does the critic dislike - the actor or?,6.647,0.32,,CSC2,11062.971,Who does the critic dislike the actor and?,15,,
73,condition1,10.246,,2,binding,1.768,,,,0.77,the butler claimed that the widow reprimanded him.,7.523,0.39,,bind3,11079.759,The butler claimed that the widow reprimanded himself.,16,,
73,condition1,6.873,,2,NPI,4.286,,,,0.89,the teacher wrote something on the whiteboard.,6.883,0.74,,NPI3,11099.3,The teacher wrote anything on the whiteboard.,17,,
73,condition1,10.09,,2,gram,1.888,,,,0.92,which actor does the brother like but the sister hates?,10.248,1,,gram3,11117.348,Which actor does the brother like and the sister hate?,18,,
73,condition1,13.471,,2,adj_island,1.772,,,,0.35,The housewife praised the way the waiter set the table.,15.735,0.16,,adj5,11139.579,What did the waiter set the table because the housewife praised?,19,,
73,condition1,5.55,,2,subcat,2.631,,,,0.88,The bride insisted on this venue for her wedding.,5.419,1,,sub4,11170.564,The bride insisted for this venue for her wedding.,20,,
73,condition1,3.624,,2,head_dir,2.474,,,,0.92,the boy plays video games every day.,6.987,0.33,,head3,11184.169,The boy video games plays every day.,21,,
73,condition1,5.844,,2,agreement,3.331,,,,0.93,the performers were chased off stage by the public.,6.691,0.63,,agr5,11197.262,The performer were chased off stage by the public.,22,,
73,condition1,5.105,,3,adj_island,2.037,,,,0.82,did the chef do housework because the maid was injured?,6.94,0.34,,adj3,11213.135,What did the chef do housework because the maid injured?,23,,
73,condition1,6.083,,3,CSC,11.074,,,,0.66,who does the woman listen to: the Beatles and?,11.488,0.45,,CSC5,11227.223,Who does the woman listen to the Beatles and?,24,,
73,condition1,6.412,,3,NPI,3.26,,,,0.8,the spy saw something yesterday.,4.941,0.6,,NPI1,11255.873,The spy saw anything yesterday.,25,,
73,condition1,32.09,,3,ungram,2.203,,,,0.2,does the mechanic believe that can power biofuel?,7.346,0,,ungram1,11270.49,Mechanic the that can power biofuel the does believe what ?,26,,
73,condition1,5.577,,3,binding,1.807,,,,0.84,the bride thinks that the groom saw her.,5.784,0.49,,bind1,11312.135,The bride thinks that the groom saw herself.,27,,
73,condition1,7.377,,3,subj_island,5.807,,,,0.67,what exhibit angered the citizens?,5.682,0.25,,subj5,11325.309,What did an exhibit of anger the citizens?,28,,
73,condition1,19.158,,3,agreement,4.435,,,,0.45,the clown was invited to the party by the host.,6.366,0.61,,agr1,11344.18,The clown were invited to the party by the host.,29,,
73,condition1,4.483,,3,LBC,1.48,,,,0.86,how many dogs did they see at the park?,4.753,0.4,,LBC4,11374.145,How many did they see dogs at the park?,30,,
73,condition1,4.701,,3,head_dir,2.204,,,,0.84,the child surely ate the chocolate cake.,5.568,0.27,,head1,11384.867,The child surely the chocolate cake ate.,31,,
